Nom,Département,Code commune,Position géographique,UIC,Jour de la semaine,Horaire en jour normal,Horaire en jour férié,Type_ville,Latitude,Longitude
Salon-de-Provence,Bouches-du-Rhône,13103,"43.639061, 5.088569",87753764,Samedi,09:45-12:00,Fermé,Petite ville,43.639061,5.088569
Sausset-les-Pins,Bouches-du-Rhône,13104,"43.332864, 5.110001",87753558,Jeudi,09:55-16:55,Fermé,Petite ville,43.332864,5.110001
Sausset-les-Pins,Bouches-du-Rhône,13104,"43.332864, 5.110001",87753558,Vendredi,09:55-16:55,Fermé,Petite ville,43.332864,5.110001
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Lundi,05:30-22:30,07:00-22:00,Petite ville,43.434747,5.426148
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Mardi,05:30-22:30,07:00-22:00,Petite ville,43.434747,5.426148
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Mercredi,05:30-22:30,07:00-22:00,Petite ville,43.434747,5.426148
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Jeudi,05:30-22:30,07:00-22:00,Petite ville,43.434747,5.426148
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Vendredi,05:30-22:30,07:00-22:00,Petite ville,43.434747,5.426148
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Samedi,06:30-22:00,07:00-22:00,Petite ville,43.434747,5.426148
Simiane-Collongue,Bouches-du-Rhône,13107,"43.434747, 5.426148",87751438,Dimanche,07:00-22:00,07:00-22:00,Petite ville,43.434747,5.426148
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Lundi,06:00-20:55,,Petite ville,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Mardi,06:00-20:55,,Petite ville,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Mercredi,06:00-20:55,,Petite ville,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Jeudi,06:00-20:55,,Petite ville,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Vendredi,06:00-20:55,,Petite ville,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Samedi,06:00-20:55,,Petite ville,44.1902025,5.9465888
Sisteron,Alpes-de-Haute-Provence,4209,"44.1902025, 5.9465888",87751206,Dimanche,08:10-20:50,,Petite ville,44.1902025,5.9465888
Solliès-Pont,Var,83130,"43.1907805, 6.0464158",87755330,Mardi,06:15-13:25,,Petite ville,43.1907805,6.0464158
Solliès-Pont,Var,83130,"43.1907805, 6.0464158",87755330,Jeudi,06:15-13:25,,Petite ville,43.1907805,6.0464158
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Lundi,06:05-21:00,07:15-20:50,Petite ville,43.801331,4.657206
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Mardi,06:05-21:00,07:15-20:50,Petite ville,43.801331,4.657206
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Mercredi,06:05-21:00,07:15-20:50,Petite ville,43.801331,4.657206
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Jeudi,06:05-21:00,07:15-20:50,Petite ville,43.801331,4.657206
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Vendredi,06:05-21:00,07:15-20:50,Petite ville,43.801331,4.657206
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Samedi,07:15-20:50,07:15-20:50,Petite ville,43.801331,4.657206
Tarascon,Bouches-du-Rhône,13108,"43.801331, 4.657206",87765354,Dimanche,07:15-20:50,07:15-20:50,Petite ville,43.801331,4.657206
Toulon,Var,83137,"43.12837, 5.929293",87755009,Lundi,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Mardi,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Mercredi,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Jeudi,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Vendredi,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Samedi,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Toulon,Var,83137,"43.12837, 5.929293",87755009,Dimanche,04:45-00:00,04:45-00:00,Grande ville,43.12837,5.929293
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Lundi,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Mardi,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Mercredi,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Jeudi,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Vendredi,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Samedi,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Veynes Dévoluy,Hautes-Alpes,5179,"44.5320046, 5.815764",87763300,Dimanche,04:30-00:00,04:30-00:00,Petite ville,44.5320046,5.815764
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Lundi,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Mardi,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Mercredi,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Jeudi,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Vendredi,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Samedi,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
Vitrolles Aéroport Marseille Provence,Bouches-du-Rhône,13117,"43.441734, 5.237122",87439554,Dimanche,11:45-18:45,11:45-18:45,Grande ville,43.441734,5.237122
